,name,m_or_f,namelen
12644,md faruk,f,8
12645,shashi seni,f,11
12649,lali urf kismat,f,15
12651,budhwanti with his son sanju age sanjay a,f,41
12654,rachana,f,7
12655,kumari tanu,f,11
12656,amita,f,5
12658,pawan preet kaur,f,16
12660,lajja devi,f,10
12661,anita nagesia,f,13
12662,sandhya rani,f,12
12667,rosanjahan,f,10
12670,shikha saklani,f,14
12671,aafreen,f,7
12672,km mohini,f,9
12673,jyoti gupta,f,11
12674,smt sheela,f,10
12675,sonali priydarshni jaina,f,24
12676,saeshta,f,7
12677,jainab huma,f,11
12679,dolo,f,4
12680,gudiya rani,f,11
12681,kamlesh with year child,f,23
12682,smt. somi,f,9
12683,hema with child year akash .,f,28
12684,ayushi sharma,f,13
12685,nitu kalu,f,9
12686,bhawana bharti,f,14
12688,hasbul nisha,f,12
12689,bhteri,f,6
12690,smt.khasti devi,f,15
12691,smt indra devi,f,14
12692,smt. meena,f,10
12693,mainka,f,6
12694,rawana,f,6
12695,jully,f,5
12696,balvinder kaur,f,14
12697,bironica ekka,f,13
12698,vipasha binni,f,13
12699,smt.saroj,f,9
12700,alish,f,5
12702,seema puri,f,10
12703,gulshan khatton,f,15
12705,km jyoti,f,8
12707,pritee,f,6
12708,smt. soniya,f,11
12709,sanjida,f,7
12711,babita neetu,f,12
12712,moti zariya devi,f,16
12714,rubina ruhi,f,11
12715,dilshadi begum,f,14
12716,jasvinder kour,f,14
12717,frjana,f,6
12718,neha chopra,f,11
12719,neha mani,f,9
12721,pinky devi,f,10
12722,koyal,f,5
12724,rambiri,f,7
12725,miss nirmala,f,12
12726,mehvish,f,7
12728,ragina,f,6
12729,smt. mamata,f,11
12730,preety malhotra,f,15
12731,vesali,f,6
12732,kum sangita,f,11
12733,samiksa tiwari,f,14
12735,baby kumari,f,11
12736,ashnu begum,f,11
12737,ku. bharati sharma,f,18
12738,neha pandey,f,11
12739,smt vandana,f,11
12740,neetu kapoor,f,12
12741,rashi aggarwal,f,14
12742,shagufta islam,f,14
12743,kanti kumari,f,12
12744,bindiya kumari,f,14
12745,deepali with mother poonam,f,26
12746,fazin,f,5
12747,shamim,f,6
12748,beena devi,f,10
12749,salama khatun,f,13
12750,jugani,f,6
12751,kajal kuttal,f,12
12752,nidhi with mother rekha,f,23
12753,smt. amari devi,f,15
12754,manti devi,f,10
12755,usha singh,f,10
12756,pragati singh,f,13
12757,prachi sharma,f,13
12758,beena mandal,f,12
12759,urvashi,f,7
12760,imrana parveen,f,14
12761,smt. mithilesh sahu,f,19
12763,sabiya khatoon,f,14
12764,vipin varma,f,11
12765,yogita sharma,f,13
12767,riti mandal,f,11
12768,vedehi,f,6
12769,santro,f,6
12770,indra kumari mina,f,17
12771,mangala devi,f,12
12772,isha urf neesa verma,f,20
12773,smt aarti,f,9
12774,uma davi,f,8
12776,twinkil,f,7
12779,komal with her years aged daughter diya,f,39
12780,parsi devi,f,10
12781,bashanti devi,f,13
12782,sadhna,f,6
12784,pamjeet kaur,f,12
12785,kamlajeet,f,9
12787,laskshita,f,9
12788,madhu sharma,f,12
12789,sobha kumari,f,12
12790,shahnam,f,7
12792,soonam,f,6
12794,dila,f,4
12795,archana mishra,f,14
12797,sukhdevi,f,8
12798,baby sharma,f,11
12799,smt chanderpati,f,15
12800,morki devi wo chala ram bheel,f,29
12801,anjal sharma,f,12
12802,sahishta,f,8
12803,km dipali,f,9
12804,smt jyoti devi,f,14
12805,smt. jasoda devi,f,16
12806,tasbiha siddique,f,16
12807,jhora begam,f,11
12809,durgawati devi,f,14
12810,sharda rajbala wo ramkishan,f,27
12811,rashida,f,7
12812,km sayma,f,8
12815,reshma bi,f,9
12816,kumari babita,f,13
12818,sapana mongia,f,13
12819,rojmeri murum versha merrey,f,27
12820,anjana haldar,f,13
12822,bato devi,f,9
12823,preeti do sahab singh,f,21
12824,sarita lali,f,11
12825,sharmili,f,8
12826,satyavati,f,9
12828,indu,f,4
12829,bhawani,f,7
12830,neelam rani,f,11
12831,smt indera devi,f,15
12832,sawati,f,6
12835,smt uma umiya,f,13
12836,smt bhavana,f,11
12837,shakuntla devi,f,14
12838,smt. rakhi jain,f,15
12840,richaraj,f,8
12843,shakina bano,f,12
12844,smt rajo,f,8
12845,tajmaha,f,7
12846,arti chouhan,f,12
12847,phol bano,f,9
12848,sabrin,f,6
12849,hemleta,f,7
12850,jyoti panchal,f,13
12851,smt. narayani,f,13
12852,kalpana patidar,f,15
12853,bhateri,f,7
12854,minakumari,f,10
12855,poonam rani,f,11
12856,janki pooja,f,11
12858,sally,f,5
12859,sandeepa,f,8
12860,kamjeet,f,7
12861,km veshali,f,10
12863,miss sushila kumari,f,19
12864,smt shuman,f,10
12865,rajrani,f,7
12866,foolmaya,f,8
12868,miss seema,f,10
12869,smt rupali,f,10
12870,shokraji,f,8
12871,rupa kumari,f,11
12872,smt momina,f,10
12873,jayuti soni,f,11
12874,deepmala,f,8
12875,pinki mishra,f,12
12876,jhunna bai,f,10
12877,jyoti dubey,f,11
12878,sonia sapra,f,11
12879,gargi,f,5
12880,sarika devi,f,11
12881,km soni,f,7
12885,albina,f,6
12886,radha sonam,f,11
12887,archita verma,f,13
12889,momita dass,f,11
12890,nutan sharma,f,12
12892,rimpi,f,5
12893,hema aroan,f,10
12895,rusan karishma,f,14
12896,sushmita rao,f,12
12897,ishita sharma,f,13
12899,mangi bai do ramgopal lodha years,f,33
12900,smt. kali devi,f,14
12901,rabina,f,6
12902,manita uraw,f,11
12903,bivla devi,f,10
12904,pratiksha sanjali muram,f,23
12905,satish chander,f,14
12906,koshalya maya,f,13
12907,prabhila gudia,f,14
12908,smt kavita,f,10
12909,deepshikha,f,10
12910,kumari priya,f,12
12911,premi,f,5
12912,raj shabnam,f,11
12913,sayeri,f,6
12914,batul,f,5
12915,kachri,f,6
12916,sapna dubey,f,11
12918,naresh sudesh,f,13
12919,chandni mahto,f,13
12920,ashma,f,5
12924,guddo kamlesh,f,13
12926,ishrana,f,7
12927,vibha devi,f,10
12928,sonia sonu,f,10
12929,ashima,f,6
12930,mangla devi,f,11
12931,phol kumari,f,11
12933,khushbu devi,f,12
12934,puja urf rekha,f,14
12936,kamala do gokul singh ro suradiya ps jawaja,f,43
12937,anil kumari,f,11
12938,kamlesh kajal,f,13
12940,ruanbza khatoon,f,15
12941,anjli pandey,f,12
12943,indra meena,f,11
12944,surender kour soniya,f,20
12945,gomati mona,f,11
12946,rina rangaswami,f,15
12947,durga meghwal,f,13
12948,najo,f,4
12949,sheenu,f,6
12950,kamlash with two child ,f,23
12952,smt indu devi,f,13
12953,muskan khatun,f,13
12954,kushagra,f,8
12956,saiyada,f,7
12957,smts. shakuntala,f,16
12958,shadhna,f,7
12960,julee,f,5
12961,shampa,f,6
12962,hetal,f,5
12963,saana,f,5
12965,salini,f,6
12966,sujata sonu,f,11
12967,smt. endrajeet kore,f,19
12968,smarti kumari,f,13
12969,smt. anita,f,10
12971,darshana,f,8
12972,rajni jaswal with two child ,f,28
12973,shahnaz khatun,f,14
12974,mariam,f,6
12976,archan,f,6
12977,sushma tyagi,f,12
12978,shahin praveen,f,14
12979,smt. tulasi devi,f,16
12981,smt. moti devi,f,14
12982,ajima fatima,f,12
12984,janvi,f,5
12985,balbiri devi,f,12
12986,guddiyaguddi,f,12
12987,zoya,f,4
12989,kum a akansha tyagi,f,19
12990,surjiya kumari,f,14
12991,dhanwanti,f,9
12992,praveen bano,f,12
12993,sweta ksiyap,f,12
12995,smt dipika,f,10
12996,tasmina,f,7
12997,ruchika gudiya,f,14
12998,kalwati,f,7
12999,taranjeet kaur,f,14
13000,manglesh,f,8
13001,chandan devi,f,12
13002,amrta kumari,f,12
13003,chandra mukhi,f,13
13006,shankri meena,f,13
13007,swetna shristi,f,14
13009,indra kumari,f,12
13010,jarina laxmi,f,12
13011,smt bhuri bai wio lt dhanraj lodha,f,34
13012,tanisha,f,7
13013,sumitra shah,f,12
13015,ishrat jahan,f,12
13016,km pooja,f,8
13017,umedi devi,f,10
13018,smt. ladi mali,f,14
13019,smt. meena kumari,f,17
13021,koilu oran,f,10
13022,devki kumari,f,12
13024,priyanka jatav,f,14
13026,shanta meena,f,12
13027,smt indra sahu,f,14
13028,uganta,f,6
13029,akhilesh kumari,f,15
13030,chinki,f,6
13031,junaid,f,6
13032,mahima aggarwal,f,15
13033,smt kanika,f,10
13034,jainub,f,6
13035,tasveeran,f,9
13037,seeta nag,f,9
13038,varsha dhania,f,13
13039,kanika,f,6
13040,avi bano,f,8
13041,anisha koirala,f,14
13042,champa,f,6
13043,kalyani banodha,f,15
13044,anjali mathur,f,13
13045,kasturi bai,f,11
13046,smt kusum nagda,f,15
13047,maan kunwar,f,11
13049,bipnesh,f,7
13050,seema kumari,f,12
13051,meenu kashyap,f,13
13052,taniya,f,6
13053,incee,f,5
13054,seema with child jatin years ,f,29
13055,ranjan kumari,f,13
13057,pooja wo mahender,f,17
13059,ku. nisha shirma,f,16
13061,mana devi,f,9
13062,kanchn,f,6
13063,sonali panchal,f,14
13065,jainaf,f,6
13066,shine,f,5
13067,smt. munna ben wo bupod bhai,f,28
13068,smt rita,f,8
13070,rajanti meena,f,13
13072,depali kurmi,f,12
13073,kumari mamata,f,13
13074,kajal guta,f,10
13075,minu kumari,f,11
13076,smt neeru sharma,f,16
13077,sheela rani,f,11
13078,nisha unknown,f,13
13079,sashikala,f,9
13080,ruby kumari,f,11
13081,monika kumari,f,13
13082,rachna aarti,f,12
13083,jaanki,f,6
13085,aardhna,f,7
13086,kesar,f,5
13087,reshami,f,7
13088,karishama,f,9
13090,rozy,f,4
13092,rubi urf afsana,f,15
13094,roopa devi,f,10
13095,shanti devi alongh with her daughter khushi yrs,f,47
13096,sadhana devi,f,12
13098,pushpa rani,f,11
13099,jubaira,f,7
13101,smt sapna,f,9
13102,mena,f,4
13103,smt kali devi,f,13
13104,monika d gayan chand jain,f,25
13105,smt kamala,f,10
13106,radha devi with her daughter nandini age mont,f,45
13107,bindu golu,f,10
13109,sukanya,f,7
13110,rajiya wo aashkim,f,17
13111,munni kumari,f,12
13112,pawan saini alongwith rohit age . yrs,f,37
13113,kumari lalita,f,13
13114,mandothi,f,8
13115,seema jatav,f,11
13117,smt. brajesh minashi,f,20
13118,prezi,f,5
13119,shekh sana,f,10
13120,haliya aakhon,f,13
13121,naina begum,f,11
13122,sahna parveen,f,13
13123,sunita das,f,10
13124,krashana,f,8
13125,kumari payal,f,12
13126,mehrunisha,f,10
13127,rajkali,f,7
13128,ku anchal,f,9
13129,sajini,f,6
13130,pammy kumari,f,12
13131,geeta devi jat,f,14
13133,norti,f,5
13134,asrani toppo do,f,15
13135,panmati,f,7
13136,hiri,f,4
13137,madhvi madhu,f,12
13138,rizvana,f,7
13139,maina,f,5
13140,pampa mukharji,f,14
13142,sheela jain,f,11
13143,shivalika,f,9
13144,rajkumari with her daughter,f,27
13145,purnima devi,f,12
13146,smt rina,f,8
13147,vimala devi,f,11
13148,neelachal,f,9
13149,silpa jain,f,10
13150,lalutha,f,7
13151,smt. somanti w ghyanshyam kanjar,f,32
13152,dholi,f,5
13153,smt. manohari,f,13
13154,lali devi,f,9
13155,sumitra thapa,f,13
13156,sahajha praveen,f,15
13158,ku. ankita,f,10
13159,anjali puttan,f,13
13160,seema vishwakarma sapna,f,23
13161,kiran kumari,f,12
13162,shadiya,f,7
13163,km antim,f,8
13164,kanta bai,f,9
13165,sonu rawat,f,10
13167,tinki,f,5
13168,mehnaz,f,6
13169,pooja do ramrati ro govt school ladpurdelhi,f,43
13171,smt parsi,f,9
13172,shakuntala,f,10
13173,smt komal,f,9
13174,karamjeet kaur,f,14
13175,smt rekha mahesvri,f,18
13176,sabita,f,6
13177,shadna,f,6
13178,smt renu kanwer,f,15
13179,shivani gupta,f,13
13180,jayanti bhag,f,12
13181,anjli maru,f,10
13183,ku. preeti seni,f,15
13185,kumari rekha,f,12
13186,kr. amita mishra,f,16
13188,lavli gupta,f,11
13189,manjinder kaur,f,14
13190,jubeda,f,6
13192,km shika,f,8
13193,smt ratni,f,9
13194,smt billu bai,f,13
13195,smt saroj,f,9
13199,kehkasa,f,7
13200,madhvi sharma,f,13
13201,bhiki devi,f,10
13205,riya sahni,f,10
13206,janki devi,f,10
13207,sawariya khatun,f,15
13208,pinky wo bejander balmiki ro surkhpur jjr,f,41
13209,majida,f,6
13211,asha saini,f,10
13212,man devi,f,8
13213,reeti,f,5
13214,archana sharma,f,14
13219,neeti,f,5
13220,daveena,f,7
13221,poonam kewat,f,12
13222,mahima,f,6
13223,arjina sheikh,f,13
13225,poonam kewat,f,12
13226,momina khatun,f,13
13227,heena bano,f,10
13228,somil kumari,f,12
13230,km jolly,f,8
13232,nathi bai,f,9
13233,ku. kanchan duvedi,f,18
13234,trepti aggarwal,f,15
13235,sonia rathore,f,13
13236,gulabsha,f,8
13237,aphsana,f,7
13238,manbhari,f,8
13240,sarojni saxena,f,14
13241,r .k. dahmi,f,11
13242,sunita with her two minor children namely sandhya,f,49
13243,kumari sunita,f,13
13245,smt taravaati,f,13
13246,kamal panwar,f,12
13247,amrin,f,5
13248,nanki sukhi,f,11
13250,jagan,f,5
13251,km shina,f,8
13252,dhanpati,f,8
13253,manu kanwar,f,11
13254,ku. syama,f,9
13255,smt. mamta davi wo mahesh regar,f,31
13257,kajal kukki,f,11
13258,geeta rinki,f,11
13259,salma roshni,f,12
13260,asgari parveen,f,14
13261,smt neelam,f,10
13262,smt santna,f,10
13263,maya meena,f,10
13264,sahiba rubi,f,11
13266,vinit kumari,f,12
13267,soni soran,f,10
13269,shanah bano,f,11
13270,km devyani,f,10
13271,reena bhil,f,10
13273,rekha devi geeta,f,16
13274,miss meena,f,10
13275,momina,f,6
13276,devendri kumari,f,15
13277,krashna,f,7
13278,tulsi devi,f,10
13279,pushpa lamoon,f,13
13280,tarunnam,f,8
13281,nirmal neetu,f,12
13282,umesha,f,6
13283,dropati,f,7
13285,manju bohra,f,11
13286,tabasum,f,7
13287,sugandb,f,7
13288,rajani ure priti,f,16
13289,mamta pal,f,9
13291,rita das urf sapna das,f,22
13293,kumari seema,f,12
13294,katyayani,f,9
13295,raj kumari moni,f,15
13296,susila,f,6
13297,snehlata with a girl nancy,f,26
13299,sudha wo ramkumar,f,17
13300,dhanwati,f,8
13303,shimla devi,f,11
13304,alisha,f,6
13307,seelam,f,6
13308,nupur somi,f,10
13309,sapita kumari,f,13
13310,rani kaur,f,9
13311,bushra,f,6
13312,dhan bai,f,8
13313,rampal singh,f,12
13315,smt. sunita,f,11
13316,kumari preeti kuntal,f,20
13318,smt. parwati,f,12
13320,meva devi,f,9
13321,shahin begum,f,12
13322,nitu pipliwal,f,13
13323,anjum heena,f,11
13324,tapsyum,f,7
13325,pinky monika,f,12
13326,kazal,f,5
13328,anadi,f,5
13329,noorpa khatoon,f,14
13332,sandiya singvi,f,14
13334,ku. poonam,f,10
13335,anjali nagpal,f,13
13336,mamta do,f,8
13337,pinki bhui rinki bhui,f,21
13338,mehar jahan nargis,f,18
13339,tabbwum,f,7
13340,soni farha,f,10
13341,deepu shalu,f,11
13342,smt. parwati devi,f,17
13343,smt maheswari,f,13
13344,sikha gupta,f,11
13346,sarshwati sarkar,f,16
13347,pinki gupta,f,11
13350,sunita rai,f,10
13351,km. ranjna,f,10
13352,mrs. sadiya,f,11
13353,km anjali,f,9
13354,kajal sharma,f,12
13356,harsh kapoor,f,12
13359,tarawati,f,8
13361,kumari talat aara,f,17
13362,samina khatoon,f,14
13363,mudrika yadav,f,13
13364,bhundki devi,f,12
13366,smt rajni devi,f,14
13368,poonam wo indraj,f,16
13369,shqakuntla,f,10
13370,kaushar jahan,f,13
13371,aliya ahmad,f,11
13372,shikha garg,f,11
13373,chander kanta,f,13
13375,rahul gupta,f,11
13376,sunder devi,f,11
13377,najiya biwi,f,11
13379,smt. sandya jain,f,16
13380,sahenaj,f,7
13381,tripti neeraj,f,13
13383,karma kumari,f,12
13385,smt manisha,f,11
13386,kulvinder,f,9
13389,sandhya wo arjun singh jatav,f,28
13390,shavitri,f,8
13392,punni devi,f,10
13393,sajma,f,5
13394,sapna babi,f,10
13395,smt. laxmi kanwar,f,17
13397,miss ramila,f,11
13398,har prit kor,f,12
13400,rima khan,f,9
13401,sudha rajwati,f,13
13402,sarwesh kumari,f,14
13405,anjli shilpa,f,12
13406,seema setiya,f,12
13407,seema murmu,f,11
13408,kumari shalu,f,12
13410,raman do,f,8
13411,mallika,f,7
13412,arpna pathak,f,12
13413,monini rupa,f,11
13414,mohani manika,f,13
13415,asha devi,f,9
13416,monu,f,4
13417,farhaja ahmed,f,13
13419,amba,f,4
13420,gori devi,f,9
13422,anupuma,f,7
13425,rachnawith baby boy,f,19
13426,naina bwgum,f,11
13427,rani bakhla,f,11
13428,mamta rani koli,f,15
13429,smt sushma devi,f,15
13430,smt girjesh,f,11
13431,shivani do late sh. rakesh,f,26
13433,monika mishra,f,13
13434,ratnijasoda,f,11
13435,smt prem lata gupta,f,19
13436,kanta kumari,f,12
13437,nosar,f,5
13438,rashida bano,f,12
13439,rinju,f,5
13440,tek chand,f,9
13441,shoiba,f,6
13442,pritibha adrash,f,15
13443,bhagvati,f,8
13445,smt. suman,f,10
13446,smt deu devi,f,12
13447,seeta behen,f,11
13448,rima singh,f,10
13449,shama basi,f,10
13451,lakshmi kumari,f,14
13452,kumari ankita singhal,f,21
13454,najreen,f,7
13455,nisha saini,f,11
13456,payal kumari jain,f,17
13457,smt. puja,f,9
13458,shrimati jamana,f,15
13459,harbas kaur,f,11
13460,chunni devi,f,11
13461,afroz,f,5
13462,jaishmin,f,8
13463,shashi kant,f,11
13468,seeta asha,f,10
13469,smt manju devi,f,14
13470,meena jat,f,9
13471,neela kumari,f,12
13472,vijayta,f,7
13473,nafisa,f,6
13474,kasturi,f,7
13475,km sivhani,f,10
13476,lata patidar,f,12
13477,rehana banu,f,11
13478,mala devi,f,9
13479,binu,f,4
13480,jeeren topno,f,12
13481,chhano devi,f,11
13482,jamila,f,6
13483,preeti kumari,f,13
13484,miss manjula,f,12
13485,smt. hemleta saini,f,18
13486,sneha singh,f,11
13487,chhamo,f,6
13488,mohani,f,6
13489,nemsi,f,5
13490,nikitaniki,f,10
13491,surjeet kaur surjeeto,f,21
13492,meena chauhan,f,13
13493,surjeet kour,f,12
13494,mithlesh mamta,f,14
13495,neetu sharma,f,12
13497,gurjeet kaur,f,12
13499,naviya,f,6
13502,gulsida,f,7
13503,khooshboo,f,9
13505,foranti keer,f,12
13506,sntosh,f,6
13507,smt natu kanwar,f,15
13508,tamana,f,6
13509,wareesha,f,8
13510,gudiya oran,f,11
13511,grpreet kour,f,12
13512,piyari,f,6
13513,ku. sheela,f,10
13514,monti,f,5
13515,kumari asha,f,11
13516,kumari lata,f,11
13517,smt pooja kumari age ,f,21
13518,joyti rani,f,10
13519,smt shyamwati,f,13
13520,chanderkali,f,11
13521,smt. manju jat,f,14
13523,meenat khan,f,11
13524,pirmika tirkey,f,14
13525,d.joycee haokip,f,15
13527,kumari minu,f,11
13528,tej kiran sharma taniya ,f,24
13529,shrimati monika jain,f,20
13530,amrita singh,f,12
13531,shimala,f,7
13532,heena khatun,f,12
13533,karmi indwar,f,12
13534,smt satyavati,f,13
13535,smt haseena,f,11
13536,moharan devi,f,12
13537,bhoori,f,6
13538,geeta devi with her son aditya,f,30
13539,reena jain wo atul jain ro h.no. wz bhagwan d,f,45
13540,beni devi pandey,f,16
13541,kajal kapoor,f,12
13542,evan d parbhuram ode r kibla ps jaswantpura,f,43
13543,bimla devi with years child subham ,f,35
13544,reena kumari,f,12
13546,vidisha,f,7
13547,bebi devi,f,9
13548,kanti,f,5
13549,priya gautam,f,12
13551,ashrabi khatoon,f,15
13553,lal kunwar urf vishnu kunwar,f,28
13555,smt.prema devi,f,14
13556,deepa urf savitri,f,17
13557,sakshi dikshit,f,14
13559,madina khatun,f,13
13560,babita sarkar,f,13
13563,ruhhena,f,7
13564,nanu,f,4
13565,gulpacha,f,8
13566,nelam bhatt,f,11
13567,ranjan devi,f,11
13568,somdevi,f,7
13571,sarbari parveen,f,15
13572,aashu maheshwari,f,16
13573,smt. rekha jurjar,f,17
13574,kumari neelam,f,13
13575,akansha mali,f,12
13576,rohila,f,6
13577,sanha,f,5
13578,ramsati,f,7
13579,gulabsa,f,7
13580,vimlesh kumarilaxmi,f,19
13581,sagit,f,5
13582,rajbala sharma,f,14
13584,kiran mala,f,10
13585,reshmi sarkar,f,13
13586,punam mishra,f,12
13587,smt. pooja urf rani,f,19
13588,kumari shital,f,13
13589,smt priti,f,9
13590,smt.meera devi,f,14
13591,kumari kiran,f,12
13592,aarati,f,6
13593,kaamini,f,7
13594,kajar mouray,f,12
13595,samreen khatun,f,14
13597,rupa saini,f,10
13599,aarif,f,5
13600,shirishty,f,9
13601,miss leela purohit,f,18
13602,gurmeet kaur,f,12
13603,savitri jatav,f,13
13604,smt. pharjana,f,13
13605,narmada,f,7
13607,anita saini,f,11
13608,chandrawati,f,11
13612,irsad khan,f,10
13613,smt. chander devi,f,17
13614,deou,f,4
13616,meera jana alongwith minor girl omrita jana,f,43
13618,harana,f,6
13619,shri. sarwan bairwa,f,19
13620,manju bairwa,f,12
13622,sonam do,f,8
13624,sisty,f,5
13626,manisha aamliya,f,15
13627,niksiya,f,7
13628,gurupreet kaur nainsi,f,21
13629,rijwana,f,7
13630,guldasta guddu,f,14
13631,smt neeraj devi,f,15
13632,soni nilam,f,10
13633,mumtaz,f,6
13634,manju minaxi,f,12
13636,rama dua wo surender dua ro east punjabi,f,40
13637,namarta do,f,10
13638,km. ushman,f,10
13639,hemavanti devi,f,14
13640,smt. papudi,f,11
13641,rina,f,4
13642,bharati,f,7
13643,kallo,f,5
13646,rukhsana khatun,f,15
13647,saviti,f,6
13649,sayana,f,6
13650,smt moni,f,8
13651,manisha devi,f,12
13652,rachana mishra,f,14
13653,vinita devi,f,11
13654,ranjana do sandhya,f,18
13655,smt maharaj,f,11
13656,firoja bano,f,11
13657,savita jain,f,11
13659,bhavana yadan,f,13
13660,suneeta,f,7
13662,yasmeen khan gudia,f,18
13664,keshav bhardwaj,f,15
13665,asma,f,4
13666,smt. meena begam,f,16
13667,phoolla,f,7
13668,shakun,f,6
13669,radhika pal,f,11
13670,minakshi asawara,f,16
13671,smt priyanka ghai,f,17
13672,marshilah,f,9
13673,manisha damor,f,13
13674,konti bai meena,f,15
13675,kumari anju,f,11
13676,anupama negi,f,12
13677,smt.kanta devi garima,f,21
13678,smt.anta devi,f,13
13679,baby bai,f,8
13680,genda devi,f,10
13682,bijali devi,f,11
13683,rakhi kumari,f,12
13684,ankeet kumar,f,12
13685,shahnaz begum,f,13
13686,bindu devi mehra,f,16
13687,meera manish,f,12
13688,tamana banu,f,11
13690,parvti urf tunni,f,16
13691,shobha devi,f,11
13692,shrimati birmo wo,f,17
13694,pooja raghav,f,12
13697,chnada chouhan,f,14
13698,ku.shiv baai,f,12
13699,smt. seeta,f,10
13702,madhuri pal,f,11
13703,sanoj,f,5
13704,karishma pandit,f,15
13705,shivangi,f,8
13706,karshma with two children,f,25
13707,kushumlata,f,10
13708,smt anju,f,8
13709,rekha urf riya,f,14
13710,pitika,f,6
13711,seeva khan,f,10
13712,smt bhori,f,9
13713,smt nima garasiya,f,17
13714,shrimati shahida urf satto,f,26
13715,teja ram,f,8
13717,km komal,f,8
13719,koshalya,f,8
13720,anjuman,f,7
13721,dipika ahuja,f,12
13722,kumud kumari,f,12
13723,sabnam soni devi,f,16
13726,neema mishra,f,12
13727,nikky,f,5
13728,nupur gupta,f,11
13729,sehrunisa,f,9
13731,kumari geeta,f,12
13732,girijarani,f,10
13733,richa pathak,f,12
13734,kamlesh kumari,f,14
13735,sonika sharma,f,13
13736,nasibu nisha,f,12
13737,radha sharma,f,12
13738,adiba,f,5
13741,aasha gudia,f,11
13742,priyanka kumari,f,15
13743,saraswati devi,f,14
13745,smt amrita singh,f,16
13746,bidami devi,f,11
13747,smt. suman devi,f,15
13748,smt. rajani,f,11
13750,aashia kakkar do,f,16
13751,bavita,f,6
13752,navjat,f,6
13753,pushpa hatwal,f,13
13754,smt ishawari,f,12
13756,ashmi,f,5
13757,muskan ruksar,f,13
13758,sujli,f,5
13759,neaha,f,5
13761,fatima khatun,f,13
13762,preeti reetu,f,12
13764,parinka,f,7
13765,smt angoori devi,f,16
13766,smt manju jat,f,13
13767,nidhi do late jagat singh,f,25
13768,firdosh tannu,f,13
13769,uma kasav,f,9
13770,narender kaur,f,13
13771,pooja rani and munna goswami,f,28
13772,santosh kumar vishvkarma,f,24
13773,arvinder kaur wo,f,16
13774,rajeena,f,7
13775,rashmi kumari,f,13
13776,alka kumari,f,11
13777,ruvi,f,4
13778,panku,f,5
13779,koslya,f,6
13780,smt mohani bai,f,14
13781,buchhi,f,6
13783,rinke devi,f,10
13784,meena yadav,f,11
13786,ramu kunwar,f,11
13787,sabnur sonu,f,11
13788,kumari mamta varma,f,18
